Index,Name,Ticker,Exchange,Primary,Isin,Cusip,Sedol
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Gentherm Inc,THRM,BATS,XNGS,US37253A1034,37253A103,B8JFD24
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Fibrogen Inc,FGEN,BATS,XNGS,US31572Q8087,31572Q808,BSDRYR8
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Lantheus Holdings,LNTH,XNMS,XNMS,US5165441032,516544103,BP8S8J5
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Paycor Hcm Inc,PYCR,BATS,XNGS,US70435P1021,70435P102,BNLYJ59
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Luminar Technologies Inc,LAZR,XNGS,XNGS,US5504241051,550424105,BNG96D6
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Momentive Global Inc,MNTV,BATS,XNGS,US60878Y1082,,BN6MG91
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Virtus Investment Partners,VRTS,XNGS,XNGS,US92828Q1094,92828Q109,B3KKGQ8
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Ollies Bargain Outlet Hldgs In,OLLI,XNMS,XNMS,US6811161099,681116109,BZ22B38
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Radnet Inc,RDNT,BATS,XNMS,US7504911022,750491102,B1JNG19
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Willscot Mobile Mini Holdings C,WSC,XNCM,XNCM,US9713781048,971378104,BMHL0Z4
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Xencor Inc,XNCR,BATS,XNMS,US98401F1057,98401F105,BGCYWN8
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Insulet Corporation,PODD,BATS,XNGS,US45784P1012,45784P101,B1XGNW4
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Blackline Inc,BL,XNGS,XNGS,US09239B1098,09239B109,BD3WZS6
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Redfin Corporation,RDFN,BATS,XNGS,US75737F1084,75737F108,BF1BDQ3
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Guardant Health Inc,GH,XNGS,XNGS,US40131M1099,40131M109,BFXC911
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Woodward Inc,WWD,BATS,XNGS,US9807451037,980745103,2948089
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Sitime Corp,SITM,XNMS,XNMS,US82982T1060,,BKS48R6
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Verra Mobility Corp,VRRM,BATS,XNCM,US92511U1025,92511U102,BFXX5X8
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Umpqua Holdings Co,UMPQ,XNGS,XNGS,US9042141039,904214103,2484389
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Eagle Bancorp Inc,EGBN,XNCM,XNCM,US2689481065,268948106,2648055
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",10X Genomics Inc,TXG,XNGS,XNGS,US88025U1097,88025U109,BKS3RS7
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Ameris Bancorp,ABCB,BATS,XNGS,US03076K1088,03076K108,2038849
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Sprouts Farmers Markets Inc,SFM,BATS,XNGS,US85208M1027,85208M102,BCGCR79
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Mks Instruments Inc,MKSI,BATS,XNGS,US55306N1046,55306N104,2404871
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Appian Corporation,APPN,BATS,XNMS,US03782L1017,03782L101,BYPBTB9
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Everbridge,EVBG,XNMS,XNMS,US29978A1043,29978A104,BYY5ZB4
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Cognex Cp,CGNX,XNGS,XNGS,US1924221039,192422103,2208288
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Ttm Technologies Inc,TTMI,BATS,XNGS,US87305R1095,87305R109,2635659
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Global Blood Therapeutics Inc,GBT,BATS,XNGS,US37890U1088,37890U108,BZ05388
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Gaming And Leisure Props,GLPI,XNGS,XNGS,US36467J1088,,BFPK4S5
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Bumble Inc Cl A,BMBL,XNGS,XNGS,US12047B1052,12047B105,BMZ2WT7
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",National Research Corp,NRC,BATS,XNGS,US6373722023,637372202,B8W3QK4
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Everbridge Inc,EVBG,BATS,XNMS,US29978A1043,29978A104,BYY5ZB4
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Vimeo Inc,VMEO,BATS,XNGS,US92719V1008,92719V100,BNDYF15
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Heartland Express,HTLD,XNGS,XNGS,US4223471040,422347104,2414018
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Industrial Logistics Properties,ILPT,XNGS,XNGS,US4562371066,456237106,BFFK7S6
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Atlas Air Worldwide Holdings Inc,AAWW,BATS,XNGS,US0491642056,049164205,B01Z8P4
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Sonos,SONO,XNGS,XNGS,US83570H1086,83570H108,BYWPZW7
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Nextgen Healthcare Inc,NXGN,BATS,XNGS,US65343C1027,65343C102,BF5L3D6
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Golden Entertainment Inc Golden Entertainment Ord Shs,0A10,XLON,XLOM,US3810131017,381013101,BJMXVK6
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Chemocentryx Inc,CCXI,BATS,XNGS,US16383L1061,16383L106,B6ZL968
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Smart Global Holdings Inc,SGH,XNGS,XNGS,KYG8232Y1017,,BYPBTG4
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",First Busey Corp,BUSE,BATS,XNGS,US3193832041,319383204,BZ1LBM5
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Wendys Co,WEN,XNGS,XNGS,US95058W1009,95058W100,B3NXMJ9
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Euronet Worldwide Inc,EEFT,BATS,XNGS,US2987361092,298736109,2320148
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Amedisys Inc,AMED,BATS,XNGS,US0234361089,023436108,2024332
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Caredx,CDNA,XNMS,XNMS,US14167L1035,14167L103,BP3YM74
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Potlatchdeltic Corp,PCH,XNGS,XNGS,US7376301039,737630103,B0XXJN1
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Beacon Roofing Supply Inc,BECN,XNGS,XNGS,US0736851090,073685109,B02TS99
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Apellis Pharmaceuticals Inc,APLS,BATS,XNGS,US03753U1060,03753U106,BYTQ6X1
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Bloomin Brands Inc,BLMN,XNGS,XNGS,US0942351083,094235108,B847RJ0
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Tenable Holdings Inc,TENB,XNGS,XNGS,US88025T1025,,BF7J7N6
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Frontier Group Hldgs Inc,ULCC,BATS,XNGS,US35909R1086,35909R108,BFMKYK0
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",R1 Rcm,RCM,XNGS,XNGS,,,BP2S437
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Option Care Health Inc,OPCH,XNGS,XNGS,US68404L2016,68404L201,BKM5C62
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Tfs Financial Co,TFSL,XNGS,XNGS,US87240R1077,87240R107,B1W8J67
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Schnitzer Steel,SCHN,BATS,XNGS,US8068821060,806882106,2821298
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Bentley Systems Inc,BSY,BATS,XNGS,US08265T2087,,BMC1PR6
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Sei Investment Co,SEIC,BATS,XNGS,US7841171033,784117103,2793610
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Centennial Resource Development Inc A,CDEV,XNCM,XNCM,US15136A1025,15136A102,BYM4Z79
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Prometheus Biosciences Inc,RXDX,XNGS,XNGS,US74349U1088,74349U108,BMZ9Z11
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Columbia Banking System,COLB,XNGS,XNGS,US1972361026,197236102,2176608
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Matterport Inc,MTTR,XNMS,XNMS,US5770961002,577096100,BN75T01
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Littelfuse Inc,LFUS,XNGS,XNGS,US5370081045,537008104,2531832
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Simply Good Foods Co,SMPL,XNCM,XNCM,US82900L1026,82900L102,BF27XF9
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Acadia Pharmaceuticals Inc Acadia Pharmaceuticals Ord Shs,0A4W,XLON,XLOM,US0042251084,004225108,BKX8ZN8
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Bancorp Inc Del,TBBK,BATS,XNGS,US05969A1051,05969A105,B05BRL7
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Csw Industrials Inc,CSWI,XNGS,XNGS,US1264021064,126402106,BYQD1J6
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Exlservice Hldgs Inc,EXLS,BATS,XNGS,US3020811044,302081104,B07LST0
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Cirrus Logic Inc Cirrus Logic Ord Shs,0HYI,XLON,XLOM,US1727551004,172755100,BG05RY9
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Nbt Bancorp Inc,NBTB,XNGS,XNGS,US6287781024,628778102,2626459
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Golden Ocean Group Ltd,GOGLo,CHIX,XOSL,BMG396372051,G39637205,BDCHQL2
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Eqrx Inc,EQRX,XNMS,XNMS,US26886C1071,26886C107,BP0WH76
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Krispy Kreme Inc,DNUT,BATS,XNGS,US50101L1061,50101L106,BL97B49
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Meta Financial Group,CASH,XNGS,XNGS,US59100U1088,59100U108,2420316
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",LegalzoomCom Inc,LZ,BATS,XNGS,US52466B1035,52466B103,B82GC49
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Caseys General Stores Inc,CASY,XNGS,XNGS,US1475281036,147528103,2179414
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Hub Group Inc A,HUBG,XNGS,XNGS,US4433201062,443320106,2407632
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Tandem Diabetes Care Inc,TNDM,BATS,XNMS,US8753722037,875372203,BF3W461
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Verint Systems Inc,VRNT,BATS,XNGS,US92343X1000,92343X100,2849193
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Ingles Markets Inc Cl A,IMKTA,XNGS,XNGS,US4570301048,457030104,2460550
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Cytek Biosciences Inc,CTKB,XNGS,XNGS,US23285D1090,23285D109,BP0TJS2
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Mge Energy Inc,MGEE,BATS,XNGS,US55277P1049,55277P104,2554163
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Atara Biotherapeutics,ATRA,XNGS,XNGS,US0465131078,046513107,BP4WT09
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Cassava-Sciences,SAVA,XNCM,XNCM,US14817C1071,14817C107,BJVLKZ9
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Enact Hldgs Inc,ACT,BATS,XNGS,US29249E1091,,BNZFTG9
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",United Bankshares Inc,UBSI,XNGS,XNGS,US9099071071,909907107,2905794
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Ziff Davis Inc,ZD,BATS,XNGS,US48123V1026,48123V102,B75DGJ3
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Pc Connection Inc,CNXN,XNGS,XNGS,US69318J1007,,2157175
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Pricesmart Inc,PSMT,XNGS,XNGS,US7415111092,741511109,2092942
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Marqeta Inc Cl A,MQ,XNGS,XNGS,US57142B1044,57142B104,BN0TQD2
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Hain Celestial Group Inc,HAIN,BATS,XNGS,US4052171000,405217100,2492337
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Victory Capital Holdings Inc,VCTR,BATS,XNGS,US92645B1035,92645B103,BFYVKR0
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Interdigital Inc,IDCC,BATS,XNGS,US45867G1013,45867G101,2465737
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Universal Logistics Holdings Inc,ULH,BATS,XNGS,US91388P1057,91388P105,B066PX9
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Rambus Inc Rambus Ord Shs,0QYL,XLON,XLOM,US7509171069,750917106,BSJC8Y2
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Renasant Corporation,RNST,BATS,XNGS,US75970E1073,,2670809
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Applovin Corp,APP,BATS,XNGS,US03831W1080,03831W108,BMV3LG4
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Amphastar Pharmaceuticals Inc,AMPH,BATS,XNGS,US03209R1032,03209R103,BNFWZS4
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Affirm Hldgs Inc,AFRM,BATS,XNGS,US00827B1061,00827B106,BMF9NM8
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Nmi Holdings Inc,NMIH,BATS,XNMS,US6292093050,629209305,BGDW5G5
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Wsfs Financial Co,WSFS,XNGS,XNGS,US9293281021,929328102,2940375
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Sapiens International Corp Nv,SPNS,XNGS,XNGS,KYG7T16G1039,,BFYZGX0
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Air Transport Services Group Inc,ATSG,BATS,XNGS,US00922R1059,00922R105,2938002
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Exponent Inc,EXPO,XNGS,XNGS,US30214U1025,30214U102,2330318
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Harmonic Inc,HLIT,XNGS,XNGS,US4131601027,413160102,2510659
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Eplus Inc,PLUS,BATS,XNGS,US2942681071,294268107,2597748
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",City Holdings,CHCO,XNGS,XNGS,US1778351056,177835105,2161778
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Xperi Holding Corporation,XPER,BATS,XNGS,US98390M1036,98390M103,BMWP0C8
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Five Below Inc,FIVE,XNGS,XNGS,US33829M1018,33829M101,B85KFY9
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Novanta Inc Novanta Ord Shs,0VAG,XLON,XLOM,CA67000B1040,67000B104,BG05NN0
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Tradeweb Markets Inc,TW,BATS,XNGS,US8926721064,892672106,BJXMVK2
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Modivcare Inc,MODV,XNGS,XNGS,US60783X1046,60783X104,BNDL420
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Udemy Inc,UDMY,XNGS,XNGS,US9026851066,902685106,BPBLNG3
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Marten Transport,MRTN,BATS,XNGS,US5730751089,573075108,2568357
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Trico Bancshares,TCBK,BATS,XNGS,US8960951064,896095106,2904133
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",10X Genomics Inc 10X Genomics Ord Shs Class A,0A88,XLON,XLOM,US88025U1097,88025U109,BNTJ8J3
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Liveperson Inc,LPSN,BATS,XNGS,US5381461012,538146101,2577052
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Aurinia Pharmaceuticals Inc,AUPH,BATS,XNMS,CA05156V1022,05156V102,BFWLC09
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Arcutis Biotherapeutics Inc,ARQT,BATS,XNGS,US03969K1088,03969K108,BKX9VD3
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Driven Brands Holdings Inc,DRVN,BATS,XNGS,US26210V1026,26210V102,BL0P090
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Insulet Co,PODD,XNGS,XNGS,US45784P1012,45784P101,B1XGNW4
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Xperi Holding Co,XPER,XNGS,XNGS,,98390M103,
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Altra Industrial Motion Corp,AIMC,BATS,XNGS,US02208R1068,02208R106,B1L82T2
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Lattice Semiconductor Corp Lattice Semiconductor Ord Shs,0A6F,XLON,XLOM,US5184151042,518415104,BN92WR8
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Potlatchdeltic Corporation,PCH,BATS,XNGS,US7376301039,737630103,B0XXJN1
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Altair Engineering Inc Cl A,ALTR,XNGS,XNGS,US0213691035,021369103,BD6D4Y5
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Sps Commerce Inc,SPSC,XNGS,XNGS,US78463M1071,78463M107,B57VWJ3
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Pilgrims Pride Corp,PPC,BATS,XNGS,US72147K1088,72147K108,B5L3PZ2
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Addus Homecare Corp,ADUS,BATS,XNGS,US0067391062,006739106,B55BN47
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Sana Biotechnology Inc,SANA,XNGS,XNGS,US7995661045,799566104,BMFJJ97
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Monarch Casino Resort,MCRI,BATS,XNGS,US6090271072,609027107,2599197
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Helen Of Troy Ltd,HELE,XNGS,XNGS,BMG4388N1065,G4388N106,2419530
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Ptc Therapeutics Inc,PTCT,BATS,XNGS,US69366J2006,,B17VCN9
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Masimo Corp Masimo Ord Shs,0JZ2,XLON,XLOM,US5747951003,574795100,BD6TH00
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Virtus Investment Partners Inc,VRTS,BATS,XNGS,US92828Q1094,92828Q109,B3KKGQ8
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Vir Biotechnology Inc,VIR,XNGS,XNGS,US92764N1028,92764N102,BK4PZ38
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Morningstar Inc,MORN,BATS,XNGS,US6177001095,617700109,B081VR8
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Lifestance Health Group Inc,LFST,XNGS,XNGS,US53228F1012,53228F101,BN0TRB7
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",First Financial Bancorp,FFBC,XNGS,XNGS,US3202091092,320209109,2352806
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Roku Inc Roku Ord Shs Class A,0KXI,XLON,XLOM,US77543R1023,77543R102,BG05ZF6
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Industrial Logistics Pptys Tr,ILPT,BATS,XNGS,US4562371066,456237106,BFFK7S6
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Viavi Solutions Inc,VIAV,XNGS,XNGS,US9255501051,925550105,BYXB201
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Lgi Homes Inc,LGIH,BATS,XNGS,US50187T1060,,BG3G1B4
"['Nasdaq 100', 'Russell 3000', 'Russell 2000']",Liberty Latin America Ltd Cl C,LILAK,XNGS,XNGS,BMG9001E1286,,BD9Q3Q6
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Rambus Inc,RMBS,BATS,XNGS,US7509171069,750917106,2721967
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Pacira Biosciences Inc,PCRX,XNGS,XNGS,US6951271005,695127100,B3X26D8
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Verra Mobility Corp Cl A,VRRM,XNCM,XNCM,US92511U1025,92511U102,BFXX5X8
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Enact Holdings Inc,ACT,XNGS,XNGS,US29249E1091,,BNZFTG9
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Encore Capital Group Inc,ECPG,BATS,XNGS,US2925541029,292554102,2443078
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Avnet Inc,AVT,XNGS,XNGS,US0538071038,053807103,2066505
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Zoominfo Technologies Inc Cl A,ZI,XNGS,XNGS,US98980F1049,98980F104,BMWF095
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Sonos Inc,SONO,BATS,XNGS,US83570H1086,83570H108,BYWPZW7
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Middlesex Water Co,MSEX,BATS,XNGS,US5966801087,596680108,2589466
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",World Acceptance Corp,WRLD,BATS,XNGS,US9814191048,981419104,2981181
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Ultragenyx Pharmaceutical Inc,RARE,BATS,XNGS,US90400D1081,90400D108,BJ62Z18
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Krispy Kreme Inc,DNUT,XNGS,XNGS,US50101L1061,50101L106,BL97B49
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Repligen Cp,RGEN,XNGS,XNGS,US7599161095,759916109,2731654
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",First Financial Bankshares Inc,FFIN,XNGS,XNGS,US32020R1095,32020R109,2266026
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Allegiant Travel Company,ALGT,BATS,XNGS,US01748X1028,01748X102,B15M2C3
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Chefs Warehouse Inc,CHEF,BATS,XNGS,US1630861011,163086101,B63RTD5
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Ligand Pharmaceutical Inc,LGND,BATS,XNMS,US53220K5048,53220K504,2501578
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Novocure Ltd,NVCR,BATS,XNGS,JE00BYSS4X48,G6674U108,BYSS4X4
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Hamilton Lane Inc Cl A,HLNE,XNGS,XNGS,US4074971064,407497106,BF0SR29
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Frontier Communications Parent Inc,FYBR,BATS,XNGS,US35909D1090,35909D109,BP0V999
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Consolidated Communications Hl,CNSL,XNGS,XNGS,US2090341072,209034107,B07LSQ7
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Wingstop Inc,WING,BATS,XNGS,US9741551033,974155103,BYYXHN4
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Heska Corp,HSKA,BATS,XNCM,US42805E3062,,B44C366
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Sandy Spring Bancorp Inc,SASR,BATS,XNGS,US8003631038,800363103,2148254
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Anavex Life Sciences Corporation,AVXL,BATS,XNGS,US0327973006,032797300,BYTYP72
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Palomar Holdings Inc,PLMR,BATS,XNGS,US69753M1053,69753M105,BJYLZK6
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Homestreet Inc,HMST,XNGS,XNGS,US43785V1026,43785V102,B4WHS46
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Sprout Social Inc Cl A,SPT,XNCM,XNCM,US85209W1099,85209W109,BKTNTS0
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Exelixis Inc,EXEL,XNGS,XNGS,US30161Q1040,30161Q104,2576941
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Option Care Health Inc,OPCH,BATS,XNGS,US68404L2016,68404L201,BKM5C62
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Ncino Inc,NCNO,XNGS,XNGS,US63947X1019,63947X101,BMC8TD1
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Coinbase Global Inc Cl A,COIN,XNGS,XNGS,US19260Q1076,19260Q107,BMC9P69
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",First Financial Bancorp,FFBC,BATS,XNGS,US3202091092,320209109,2352806
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Nuvasive Inc,NUVA,BATS,XNGS,US6707041058,670704105,B00GJC2
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Diversey Holdings Ltd,DSEY,XNGS,XNGS,KYG289231030,G28923103,BNTJ2L3
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Bigcommerce Hldgs Inc,BIGC,BATS,XNMS,US08975P1084,08975P108,BMDCDP2
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Roku Inc,ROKU,BATS,XNGS,US77543R1023,77543R102,BZ1LFG7
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Stoneco Ltd,STNE,BATS,XNGS,KYG851581069,G85158106,BGKG6M3
"['Nasdaq Composite', 'Russell 1000', 'Russell 3000']",Mandiant Inc,MNDT,BATS,XNGS,US5626621065,562662106,BPH0580
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Arcbest Co,ARCB,XNGS,XNGS,US03937C1053,03937C105,BLTFST7
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",AlarmCom Holdings Inc,ALRM,BATS,XNGS,US0116421050,011642105,BYN7H26
"['Nasdaq Composite', 'Russell 2000', 'Russell 3000']",Firstcash Holdings Inc,FCFS,BATS,XNGS,US33768G1076,33768G107,BMF5Q83
